sFayHCmedi,Chromosome,start,end,pFayHCmedi,FayHCmedi,genes
p14c3.19,3,164715000,197255000,0.7796332883744288,0.050914787708714146,"SI, SLITRK3, BCHE, ZBBX, SERPINI2, WDR49, PDCD10, SERPINI1, GOLIM4, MECOM, ACTRT3, MYNN, LRRC34, LRRIQ4, LRRC31, SAMD7, SEC62, GPR160, PHC3, PRKCI, SKIL, CLDN11, SLC7A14, RPL22L1, EIF5A2, SLC2A2, TNIK, PLD1, TMEM212, FNDC3B, GHSR, TNFSF10, NCEH1, ECT2, SPATA16, NLGN1, NAALADL2, TBL1XR1, KCNMB2, ZMAT3, PIK3CA, KCNMB3, ZNF639, MFN1, GNB4, ACTL6A, MRPL47, NDUFB5, USP13, PEX5L, TTC14, CCDC39, FXR1, DNAJC19, SOX2, ATP11B, DCUN1D1, MCCC1, LAMP3, MCF2L2, B3GNT5, KLHL6, KLHL24, YEATS2, MAP6D1, PARL, ABCC5, HTR3D, HTR3C, HTR3E, EIF2B5, DVL3, AP2M1, ABCF3, VWA5B2, ALG3, EEF1AKMT4, EEF1AKMT4-ECE2, CAMK2N2, ECE2, PSMD2, EIF4G1, FAM131A, CLCN2, POLR2H, THPO, CHRD, EPHB3, MAGEF1, VPS8, C3orf70, EHHADH, MAP3K13, TMEM41A, LIPH, SENP2, IGF2BP2, TRA2B, ETV5, DGKG, CRYGS, TBCCD1, DNAJB11, AHSG, FETUB, HRG, KNG1, EIF4A2, RFC4, ADIPOQ, ST6GAL1, RPL39L, RTP1, MASP1, RTP4, SST, RTP2, BCL6, LPP, TPRG1, TP63, P3H2, CLDN16, CLDN1, TMEM207, IL1RAP, GMNC, OSTN, UTS2B, CCDC50, FGF12, MB21D2, PLAAT1, ATP13A5, ATP13A4, OPA1, HES1, CPN2, LRRC15, GP5, ATP13A3, TMEM44, LSG1, FAM43A, XXYLT1, ACAP2, PPP1R2, APOD, MUC20, MUC4, TNK2, TFRC, ZDHHC19, SLC51A, PCYT1A, DYNLT2B, TM4SF19, UBXN7, RNF168, SMCO1, WDR53, FBXO45, NRROS, CEP19, PIGX, PAK2, SENP5, NCBP2, NCBP2AS2, PIGZ, MELTF, DLG1"
p14c3.20,3,197250000,197845000,0.9996541086654431,0.1805357398179226,"BDH1, RUBCN, FYTTD1, LRCH3"
p14c4.0,4,60000,29790000,0.6158075493300479,0.04466980747770014,"ZNF595, ZNF718, ZNF732, ZNF141, ZNF721, PIGG, PDE6B, ATP5ME, MYL5, SLC49A3, PCGF3, CPLX1, GAK, TMEM175, DGKQ, SLC26A1, IDUA, FGFRL1, RNF212, SPON2, CTBP1, MAEA, UVSSA, FAM53A, SLBP, TMEM129, TACC3, FGFR3, LETM1, NSD2, NELFA, C4orf48, NAT8L, POLN, HAUS3, MXD4, ZFYVE28, CFAP99, RNF4, FAM193A, TNIP2, SH3BP2, ADD1, MFSD10, NOP14, GRK4, HTT, MSANTD1, RGS12, HGFAC, DOK7, LRPAP1, ADRA2C, OTOP1, TMEM128, LYAR, ZBTB49, NSG1, STX18, MSX1, CYTL1, STK32B, EVC2, EVC, CRMP1, JAKMIP1, WFS1, PPP2R2C, MAN2B2, MRFAP1, S100P, MRFAP1L1, BLOC1S4, KIAA0232, TBC1D14, CCDC96, TADA2B, GRPEL1, SORCS2, PSAPL1, AFAP1, ABLIM2, SH3TC1, HTRA3, ACOX3, TRMT44, GPR78, CPZ, HMX1, FAM90A26, USP17L10, USP17L11, USP17L12, USP17L13, USP17L15, USP17L17, USP17L18, USP17L19, USP17L20, USP17L21, USP17L22, USP17L24, USP17L25, USP17L26, USP17L5, USP17L27, USP17L28, USP17L29, USP17L30, DEFB131A, SLC2A9, DRD5, WDR1, ZNF518B, CLNK, HS3ST1, RAB28, NKX3-2, BOD1L1, CPEB2, C1QTNF7, CC2D2A, FBXL5, FAM200B, BST1, CD38, FGFBP1, FGFBP2, PROM1, TAPT1, LDB2, QDPR, CLRN2, LAP3, MED28, FAM184B, DCAF16, NCAPG, LCORL, SLIT2, PACRGL, KCNIP4, ADGRA3, PPARGC1A, DHX15, SOD3, CCDC149, LGI2, SEPSECS, PI4K2B, ZCCHC4, ANAPC4, SLC34A2, SEL1L3, SMIM20, RBPJ, CCKAR, TBC1D19, STIM2"
p14c4.1,4,29785000,30450000,0.9999575607508467,0.20515181949295136,
p14c4.2,4,30445000,32630000,0.33790251104234303,0.025507024906218805,PCDH7
p14c4.3,4,32625000,35145000,0.9998682779090826,0.14310892808986406,
p14c4.4,4,35140000,41130000,0.03077791797494363,0.007992151569330483,"ARAP2, DTHD1, NWD2, C4orf19, RELL1, PGM2, TBC1D1, PTTG2, KLF3, TLR10, TLR1, TLR6, FAM114A1, TMEM156, KLHL5, WDR19, RFC1, KLB, RPL9, LIAS, UGDH, SMIM14, UBE2K, PDS5A, N4BP2, RHOH, CHRNA9, RBM47, NSUN7, APBB2"
p14c4.5,4,41125000,42210000,0.9910995813678215,0.13690042914214234,"UCHL1, LIMCH1, PHOX2B, TMEM33, DCAF4L1, SLC30A9, BEND4"
p14c4.6,4,42205000,71475000,0.040895762521235016,0.0279235933709548,"SHISA3, ATP8A1, GRXCR1, KCTD8, YIPF7, GUF1, GNPDA2, GABRG1, GABRA2, COX7B2, GABRA4, GABRB1, COMMD8, ATP10D, CORIN, NFXL1, CNGA1, NIPAL1, TXK, TEC, SLAIN2, SLC10A4, ZAR1, FRYL, OCIAD1, OCIAD2, CWH43, DCUN1D4, LRRC66, SGCB, SPATA18, USP46, RASL11B, SCFD2, FIP1L1, LNX1, CHIC2, GSX2, PDGFRA, KIT, KDR, SRD5A3, TMEM165, CLOCK, PDCL2, NMU, EXOC1L, EXOC1, CEP135, CRACD, AASDH, PPAT, PAICS, SRP72, ARL9, THEGL, HOPX, SPINK2, REST, NOA1, POLR2B, IGFBP7, ADGRL3, TECRL, EPHA5, CENPC, STAP1, UBA6, GNRHR, TMPRSS11D, TMPRSS11A, TMPRSS11F, TMPRSS11B, YTHDC1, TMPRSS11E, UGT2B17, UGT2B15, UGT2B10, UGT2A3, UGT2B7, UGT2B11, UGT2B28, UGT2B4, UGT2A2, UGT2A1, SULT1B1, SULT1E1, CSN1S1, CSN2, STATH, HTN3, HTN1, PRR27, ODAM, FDCSP, CSN3, CABS1, SMR3A, SMR3B, OPRPN, MUC7, AMTN, AMBN, ENAM, JCHAIN, UTP3, RUFY3, GRSF1, MOB1B, DCK, SLC4A4"
p14c4.7,4,71470000,72015000,0.9994651020097348,0.21114955213132042,GC
p14c4.8,4,72010000,77280000,0.5895259391664264,0.03833662438369882,"NPFFR2, ADAMTS3, COX18, ANKRD17, ALB, AFP, AFM, RASSF6, CXCL8, CXCL6, PF4V1, CXCL1, PF4, PPBP, CXCL5, CXCL3, CXCL2, MTHFD2L, EPGN, EREG, AREG, BTC, PARM1, RCHY1, THAP6, ODAPH, CDKL2, G3BP2, USO1, PPEF2, NAAA, SDAD1, CXCL9, ART3, CXCL10, CXCL11, NUP54, SCARB2, FAM47E, STBD1, CCDC158, SHROOM3, SOWAHB, SEPTIN11, CCNI, CCNG2"
p14c4.9,4,77275000,77350000,5.378410302369772e-11,-0.41362143802624673,
p14c4.10,4,77345000,87075000,0.9961059706237748,0.06976098447920244,"CXCL13, CNOT6L, MRPL1, FRAS1, ANXA3, BMP2K, PAQR3, NAA11, GK2, ANTXR2, PRDM8, FGF5, CFAP299, BMP3, PRKG2, RASGEF1B, HNRNPD, HNRNPDL, ENOPH1, TMEM150C, SCD5, SEC31A, THAP9, LIN54, COPS4, PLAC8, COQ2, HPSE, HELQ, MRPS18C, ABRAXAS1, GPAT3, NKX6-1, CDS1, WDFY3, ARHGAP24, MAPK10, PTPN13, SLC10A6, C4orf36, AFF1"
p14c4.11,4,87070000,87175000,0.9999999294642351,0.3989346404871459,KLHL8
p14c4.12,4,87170000,148535000,0.18413355446684598,0.036483469727392574,"HSD17B13, HSD17B11, NUDT9, SPARCL1, DSPP, DMP1, IBSP, MEPE, SPP1, PKD2, ABCG2, PPM1K, HERC6, HERC5, PIGY, PYURF, HERC3, NAP1L5, FAM13A, TIGD2, GPRIN3, SNCA, MMRN1, CCSER1, GRID2, ATOH1, SMARCAD1, HPGDS, PDLIM5, BMPR1B, UNC5C, PDHA2, STPG2, RAP1GDS1, TSPAN5, EIF4E, METAP1, ADH5, ADH4, ADH6, ADH1A, ADH1B, ADH1C, ADH7, C4orf17, TRMT10A, MTTP, C4orf54, DAPP1, LAMTOR3, DNAJB14, H2AZ1, DDIT4L, EMCN, PPP3CA, BANK1, SLC39A8, NFKB1, MANBA, UBE2D3, CISD2, SLC9B1, SLC9B2, BDH2, CENPE, TACR3, CXXC4, TET2, PPA2, ARHGEF38, INTS12, GSTCD, NPNT, TBCK, AIMP1, GIMD1, DKK2, PAPSS1, SGMS2, CYP2U1, HADH, LEF1, RPL34, OSTC, ETNPPL, COL25A1, SEC24B, MCUB, CASP6, PLA2G12A, CFI, GAR1, RRH, LRIT3, EGF, ELOVL6, ENPEP, PITX2, FAM241A, AP1AR, TIFA, ALPK1, NEUROG2, ZGRF1, LARP7, ANK2, CAMK2D, ARSJ, UGT8, NDST4, TRAM1L1, NDST3, PRSS12, METTL14, SEC24D, SYNPO2, MYOZ2, USP53, C4orf3, FABP2, PDE5A, MAD2L1, PRDM5, NDNF, TNIP3, QRFPR, ANXA5, EXOSC9, CCNA2, BBS7, TRPC3, KIAA1109, ADAD1, IL2, IL21, BBS12, FGF2, NUDT6, SPATA5, SPRY1, ANKRD50, FAT4, INTU, SLC25A31, HSPA4L, PLK4, MFSD8, ABHD18, LARP1B, PGRMC2, JADE1, SCLT1, C4orf33, PCDH10, PCDH18, SLC7A11, NOCT, ELF2, MGARP, NDUFC1, NAA15, RAB33B, SETD7, MGST2, MAML3, SCOC, CLGN, MGAT4D, ELMOD2, UCP1, TBC1D9, RNF150, ZNF330, IL15, INPP4B, USP38, GAB1, SMARCA5, FREM3, GYPE, GYPB, GYPA, HHIP, ANAPC10, ABCE1, OTUD4, SMAD1, MMAA, C4orf51, ZNF827, LSM6, REELD1, SLC10A7, POU4F2, TTC29, EDNRA, TMEM184C, PRMT9, ARHGAP10, NR3C2"
p14c4.13,4,148530000,148965000,0.9997670983201247,0.23551887651002024,
p14c4.14,4,148960000,153260000,0.7227666248544059,0.040570525078824624,"IQCM, DCLK2, LRBA, MAB21L2, RPS3A, SH3D19, PRSS48, FAM160A1, GATB, FBXW7, TMEM154, TIGD4, ARFIP1, FHDC1, TRIM2"
p14c4.15,4,153255000,153640000,0.9999870171871164,0.28392663094374243,"MND1, TMEM131L"
p14c4.16,4,153635000,165440000,0.8018807414048885,0.04677908084912139,"TLR2, RNF175, SFRP2, DCHS2, PLRG1, FGB, FGA, FGG, LRAT, RBM46, NPY2R, MAP9, GUCY1A1, GUCY1B1, ASIC5, TDO2, CTSO, PDGFC, GLRB, GRIA2, GASK1B, TMEM144, RXFP1, C4orf46, ETFDH, PPID, FNIP2, C4orf45, RAPGEF2, FSTL5, NAF1, NPY1R, NPY5R, TKTL2, TMA16, MARCHF1, SMIM31, APELA, TRIM61, TRIM60, TMEM192, KLHL2, MSMO1, CPE"
p14c4.17,4,165435000,176265000,0.9998435358304576,0.08191104683461324,"TLL1, SPOCK3, ANXA10, DDX60, DDX60L, PALLD, CBR4, SH3RF1, NEK1, CLCN3, HPF1, MFAP3L, AADAT, GALNTL6, GALNT7, HMGB2, SAP30, SCRG1, HAND2, FBXO8, CEP44, HPGD, GLRA3, ADAM29, GPM6A, WDR17, SPATA4, ASB5"
p14c4.18,4,176260000,176485000,0.9999999955036516,0.37275752809846013,SPCS3
p14c4.19,4,176480000,190910000,0.2398552318239906,0.038606303717268566,"VEGFC, NEIL3, AGA, TENM3, DCTD, WWC2, CLDN22, CLDN24, CDKN2AIP, ING2, RWDD4, TRAPPC11, STOX2, ENPP6, IRF2, CASP3, PRIMPOL, CENPU, ACSL1, HELT, SLC25A4, CFAP97, SNX25, LRP2BP, ANKRD37, UFSP2, C4orf47, CCDC110, PDLIM3, SORBS2, TLR3, FAM149A, CYP4V2, KLKB1, F11, MTNR1A, FAT1, ZFP42, TRIML2, TRIML1, FRG1, FRG2, DUX4"
p14c5.0,5,40000,325000,0.9999927751067459,0.3038148093566964,"PLEKHG4B, LRRC14B, CCDC127, SDHA, PDCD6"
p14c5.1,5,320000,11600000,0.4859566135508575,0.04240338192867339,"EXOC3, SLC9A3, CEP72, TPPP, ZDHHC11B, ZDHHC11, BRD9, TRIP13, NKD2, SLC12A7, SLC6A19, SLC6A18, TERT, CLPTM1L, SLC6A3, LPCAT1, MRPL36, NDUFS6, IRX4, IRX2, C5orf38, IRX1, ADAMTS16, ICE1, MED10, UBE2QL1, NSUN2, SRD5A1, TENT4A, ADCY2, C5orf49, MTRR, FASTKD3, SEMA5A, TAS2R1, ATPSCKMT, CCT5, CMBL, MARCHF6, ROPN1L, ANKRD33B, DAP, CTNND2"
p14c5.2,5,11595000,11855000,0.9999906911776065,0.2824748070518435,
p14c5.3,5,11850000,97030000,0.14695177153293748,0.041205550658922036,"DNAH5, TRIO, OTULINL, OTULIN, ANKH, FBXL7, MARCHF11, ZNF622, RETREG1, MYO10, BASP1, H3Y1, CDH18, CDH12, PRDM9, CDH10, CDH9, CDH6, DROSHA, C5orf22, PDZD2, GOLPH3, MTMR12, ZFR, SUB1, NPR3, TARS1, ADAMTS12, RXFP3, SLC45A2, AMACR, C1QTNF3, RAI14, TTC23L, RAD1, BRIX1, DNAJC21, AGXT2, PRLR, SPEF2, IL7R, CAPSL, UGT3A1, UGT3A2, LMBRD2, SKP2, NADK2, RANBP3L, SLC1A3, NIPBL, CPLANE1, NUP155, WDR70, GDNF, EGFLAM, LIFR, OSMR, RICTOR, FYB1, C9, DAB2, PTGER4, TTC33, PRKAA1, RPL37, CARD6, C7, MROH2B, C6, PLCXD3, OXCT1, C5orf51, FBXO4, GHR, CCDC152, SELENOP, ANXA2R, ZNF131, NIM1K, HMGCS1, CCL28, TMEM267, C5orf34, PAIP1, NNT, FGF10, MRPS30, HCN1, EMB, PARP8, ISL1, PELO, ITGA1, ITGA2, MOCS2, FST, NDUFS4, ARL15, HSPB3, SNX18, ESM1, GZMK, GZMA, CDC20B, GPX8, MCIDAS, CCNO, DHX29, MTREX, PLPP1, SLC38A9, DDX4, IL31RA, IL6ST, ANKRD55, MAP3K1, SETD9, MIER3, GPBP1, ACTBL2, PLK2, GAPT, RAB3C, PDE4D, DEPDC1B, ELOVL7, ERCC8, NDUFAF2, SMIM15, ZSWIM6, KIF2A, DIMT1, IPO11, LRRC70, HTR1A, RNF180, RGS7BP, SHISAL2B, SREK1IP1, CWC27, ADAMTS6, CENPK, PPWD1, TRIM23, TRAPPC13, SGTB, NLN, ERBIN, SREK1, MAST4, CD180, PIK3R1, SLC30A5, CCNB1, CENPH, MRPS36, CDK7, CCDC125, AK6, TAF9, RAD17, MARVELD2, OCLN, GTF2H2C, SERF1B, SMN2, SERF1A, SMN1, NAIP, GTF2H2, BDP1, MCCC2, CARTPT, MAP1B, MRPS27, PTCD2, ZNF366, TNPO1, FCHO2, TMEM171, TMEM174, FOXD1, BTF3, ANKRA2, UTP15, ARHGEF28, ENC1, HEXB, GFM2, NSA2, FAM169A, GCNT4, ANKRD31, HMGCR, CERT1, POLK, ANKDD1B, POC5, SV2C, IQGAP2, F2RL2, F2R, F2RL1, S100Z, CRHBP, AGGF1, ZBED3, PDE8B, WDR41, OTP, TBCA, AP3B1, SCAMP1, LHFPL2, ARSB, DMGDH, BHMT2, BHMT, JMY, HOMER1, TENT2, CMYA5, MTX3, THBS4, SERINC5, SPZ1, ZFYVE16, FAM151B, ANKRD34B, DHFR, MSH3, RASGRF2, CKMT2, ZCCHC9, ACOT12, SSBP2, ATG10, RPS23, ATP6AP1L, TMEM167A, XRCC4, VCAN, HAPLN1, EDIL3, COX7C, RASA1, CCNH, TMEM161B, MEF2C, CETN3, MBLAC2, POLR3G, LYSMD3, ADGRV1, ARRDC3, NR2F1, FAM172A, POU5F2, KIAA0825, SLF1, MCTP1, FAM81B, TTC37, ARSK, GPR150, RFESD, SPATA9, RHOBTB3, GLRX, ELL2, PCSK1, CAST, ERAP1, ERAP2, LNPEP"
p14c5.4,5,97025000,97265000,0.9999160038159454,0.2852703401549481,"LIX1, RIOK2"
p14c5.5,5,97260000,104540000,0.6170929971496725,0.041649836183826235,"RGMB, CHD1, FAM174A, ST8SIA4, SLCO4C1, SLCO6A1, PAM, GIN1, PPIP5K2, MACIR, NUDT12"
p14c5.6,5,104535000,104830000,0.9966701011275461,0.20222017926615993,
p14c5.7,5,104825000,108110000,0.05050557703272287,0.00010319329358609855,"EFNA5, FBXL17"
p14c5.8,5,108105000,121095000,0.982054423468584,0.07357166644216404,"FER, PJA2, MAN2A1, TMEM232, SLC25A46, TSLP, WDR36, CAMK4, STARD4, NREP, EPB41L4A, APC, SRP19, REEP5, DCP2, MCC, TSSK1B, YTHDC2, KCNN2, TRIM36, PGGT1B, CCDC112, FEM1C, TICAM2, TMED7, CDO1, ATG12, AP3S1, LVRN, ARL14EPL, COMMD10, SEMA6A, DTWD2, DMXL1, TNFAIP8, HSD17B4, FAM170A, PRR16"
p14c5.9,5,121090000,121410000,0.9985836375480301,0.2365068538872842,
p14c5.10,5,121405000,124945000,0.1688197689612666,0.035017243402962396,"FTMT, SRFBP1, LOX, ZNF474, SNCAIP, SNX2, SNX24, PPIC, PRDM6, CEP120, CSNK1G3, ZNF608"
p14c5.11,5,124940000,124980000,2.758102526264367e-10,-0.48021921094890974,
p14c5.12,5,124975000,134685000,0.9394338155506191,0.06482942682037784,"GRAMD2B, ALDH7A1, PHAX, TEX43, LMNB1, MARCHF3, C5orf63, MEGF10, PRRC1, CTXN3, CCDC192, SLC12A2, FBN2, SLC27A6, ISOC1, ADAMTS19, MINAR2, CHSY3, HINT1, LYRM7, CDC42SE2, RAPGEF6, FNIP1, MEIKIN, ACSL6, IL3, CSF2, P4HA2, PDLIM4, SLC22A4, SLC22A5, IRF1, IL5, RAD50, IL13, IL4, KIF3A, CCNI2, SEPTIN8, SOWAHA, SHROOM1, GDF9, UQCRQ, LEAP2, AFF4, ZCCHC10, HSPA4, FSTL4, C5orf15, VDAC1, TCF7, SKP1, PPP2CA, CDKL3, UBE2B, CDKN2AIPNL, JADE2, SAR1B, SEC24A"
p14c5.13,5,134680000,134775000,0.9999911746295839,0.36956770830834873,"CAMLG, DDX46"
p14c5.14,5,134770000,144915000,0.35817970367142826,0.0336513900880482,"C5orf24, TXNDC15, PCBD2, CATSPER3, PITX1, MACROH2A1, DCANP1, TIFAB, NEUROG1, CXCL14, SLC25A48, IL9, LECT2, TGFBI, SMAD5, SMIM32, TRPC7, SPOCK1, KLHL3, HNRNPA0, MYOT, PKD2L2, FAM13B, WNT8A, NME5, BRD8, KIF20A, CDC23, GFRA3, CDC25C, FAM53C, KDM3B, REEP2, EGR1, ETF1, HSPA9, CTNNA1, LRRTM2, SIL1, MATR3, PAIP2, SLC23A1, MZB1, PROB1, SPATA24, DNAJC18, ECSCR, STING1, UBE2D2, CXXC5, PSD2, NRG2, PURA, IGIP, CYSTM1, PFDN1, HBEGF, SLC4A9, ANKHD1, ANKHD1-EIF4EBP3, EIF4EBP3, SRA1, APBB3, SLC35A4, TMCO6, CD14, NDUFA2, IK, WDR55, DND1, HARS1, HARS2, ZMAT2, PCDHA1, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHA10, PCDHA11, PCDHA12, PCDHA13, PCDHAC1, PCDHAC2, PCDHB1, PCDHB2, PCDHB3, PCDHB4, PCDHB5, PCDHB6, PCDHB7, PCDHB8, PCDHB16, PCDHB9, PCDHB10, PCDHB11, PCDHB12, PCDHB13, PCDHB14, PCDHB15, SLC25A2, TAF7, PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGB5, PCDHGA9, PCDHGB6, PCDHGA10, PCDHGB7, PCDHGA11, PCDHGA12, PCDHGC3, PCDHGC4, PCDHGC5, DIAPH1, HDAC3, RELL2, FCHSD1, ARAP3, PCDH1, DELE1, PCDH12, RNF14, GNPDA1, NDFIP1, SPRY4, FGF1, ARHGAP26, NR3C1, HMHB1, YIPF5, KCTD16"
p14c5.15,5,144910000,145170000,0.9999725721969142,0.2782487329758243,
p14c5.16,5,145165000,175110000,0.267968023913027,0.04494054821651964,"PRELID2, GRXCR2, SH3RF2, PLAC8L1, LARS1, RBM27, POU4F3, TCERG1, GPR151, PPP2R2B, STK32A, DPYSL3, JAKMIP2, SPINK1, C5orf46, SCGB3A2, SPINK5, SPINK14, SPINK6, MARCOL, SPINK13, SPINK7, SPINK9, FBXO38, HTR4, ADRB2, SH3TC2, ABLIM3, AFAP1L1, GRPEL2, PCYOX1L, IL17B, CSNK1A1, ARHGEF37, PPARGC1B, PDE6A, SLC26A2, TIGD6, HMGXB3, CSF1R, PDGFRB, CDX1, SLC6A7, CAMK2A, ARSI, TCOF1, CD74, RPS14, NDST1, SYNPO, MYOZ3, RBM22, DCTN4, SMIM3, IRGM, ZNF300, GPX3, TNIP1, ANXA6, CCDC69, GM2A, SLC36A3, SLC36A2, SLC36A1, FAT2, SPARC, ATOX1, G3BP1, GLRA1, NMUR2, GRIA1, FAM114A2, MFAP3, GALNT10, SAP30L, HAND1, LARP1, FAXDC2, CNOT8, GEMIN5, MRPL22, KIF4B, SGCD, PPP1R2B, TIMD4, HAVCR1, HAVCR2, MED7, FAM71B, ITK, CYFIP2, FNDC9, NIPAL4, ADAM19, SOX30, C5orf52, THG1L, LSM11, CLINT1, EBF1, RNF145, UBLCP1, IL12B, ADRA1B, TTC1, PWWP2A, FABP6, CCNJL, C1QTNF2, ZBED8, SLU7, PTTG1, ATP10B, GABRB2, GABRA6, GABRA1, GABRG2, CCNG1, NUDCD2, HMMR, MAT2B, TENM2, WWC1, RARS1, FBLL1, PANK3, SLIT3, SPDL1, DOCK2, INSYN2B, FOXI1, LCP2, KCNIP1, KCNMB1, GABRP, RANBP17, TLX3, NPM1, FGF18, SMIM23, FBXW11, STK10, EFCAB9, UBTD2, SH3PXD2B, NEURL1B, DUSP1, ERGIC1, RPL26L1, ATP6V0E1, CREBRF, BNIP1, NKX2-5, STC2, BOD1, CPEB4, C5orf47, NSG2, MSX2"
p14c5.17,5,175105000,175185000,0.9999993437421215,0.4289864082636569,
p14c5.18,5,175180000,180690000,0.12685067979855041,0.026341376148889456,"DRD1, SFXN1, HRH2, CPLX2, THOC3, FAM153B, SIMC1, KIAA1191, ARL10, NOP16, HIGD2A, CLTB, FAF2, RNF44, CDHR2, GPRIN1, SNCB, EIF4E1B, TSPAN17, UNC5A, HK3, UIMC1, ZNF346, FGFR4, NSD1, RAB24, PRELID1, MXD3, LMAN2, RGS14, SLC34A1, PFN3, F12, GRK6, PRR7, DBN1, PDLIM7, DOK3, DDX41, FAM193B, TMED9, B4GALT7, FAM153A, PROP1, N4BP3, RMND5B, NHP2, HNRNPAB, PHYKPL, COL23A1, CLK4, ZNF354A, ZNF354B, ZFP2, ZNF454, GRM6, ZNF879, ZNF354C, ADAMTS2, RUFY1, HNRNPH1, CBY3, CANX, MAML1, LTC4S, MGAT4B, SQSTM1, MRNIP, TBC1D9B, RNF130, RASGEF1C, MAPK9, GFPT2, CNOT6, SCGB3A1, FLT4"
